country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000007,London,England,asthma,Asthma registered prevalence,2021,2021/22,4.745,4.732,4.758,473761,9984355,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,asthma,Asthma registered prevalence,2022,2022/23,4.725,4.712,4.738,481433,10189659,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,asthma,Asthma registered prevalence,2023,2023/24,4.73,4.717,4.743,490663,10372898,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,asthma,Asthma registered prevalence,2024,2024/25,4.727,4.714,4.739,496622,10507017,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2012,2012/13,1.365,1.357,1.372,123584,9056401,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2013,2013/14,1.457,1.449,1.465,132259,9078143,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2014,2014/15,1.545,1.537,1.553,142936,9254101,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2015,2015/16,1.662,1.654,1.671,156592,9419566,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2016,2016/17,1.756,1.748,1.764,168481,9594167,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2017,2017/18,1.847,1.839,1.856,180890,9792591,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2018,2018/19,2.034,2.025,2.042,204646,10063429,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2019,2019/20,2.143,2.134,2.152,220286,10280490,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2020,2020/21,2.185,2.176,2.194,226480,10364349,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2021,2021/22,2.268,2.259,2.276,241444,10647997,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2022,2022/23,2.377,2.368,2.386,257641,10840022,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2023,2023/24,2.491,2.482,2.5,274297,11011953,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,cancer,Cancer registered prevalence,2024,2024/25,2.617,2.607,2.626,291307,11133395,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2012,2012/13,2.138,2.128,2.147,193614,9056401,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2013,2013/14,2.112,2.103,2.121,191732,9078143,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2014,2014/15,2.067,2.058,2.077,191318,9254101,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2015,2015/16,2.036,2.027,2.045,191768,9419566,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2016,2016/17,2.008,1.999,2.017,192622,9594167,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2017,2017/18,1.969,1.961,1.978,192858,9792591,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2018,2018/19,1.952,1.943,1.96,196429,10063429,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2019,2019/20,1.946,1.938,1.955,200105,10280490,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2020,2020/21,1.906,1.897,1.914,197508,10364349,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2021,2021/22,1.872,1.864,1.88,199337,10647997,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2022,2022/23,1.859,1.851,1.867,201540,10840022,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2023,2023/24,1.861,1.853,1.869,204982,11011953,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,chd,Coronary heart disease registered prevalence,2024,2024/25,1.881,1.873,1.889,209432,11133395,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2012,2012/13,1.089,1.082,1.095,98586,9056401,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2013,2013/14,1.113,1.106,1.119,101001,9078143,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2014,2014/15,1.131,1.124,1.138,104638,9254101,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2015,2015/16,1.142,1.136,1.149,107606,9419566,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2016,2016/17,1.147,1.14,1.154,110037,9594167,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2017,2017/18,1.144,1.137,1.151,112030,9792591,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2018,2018/19,1.145,1.138,1.151,115179,10063429,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2019,2019/20,1.14,1.134,1.147,117246,10280490,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2020,2020/21,1.109,1.103,1.116,114982,10364349,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2021,2021/22,1.059,1.052,1.065,112717,10647997,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2022,2022/23,1.021,1.015,1.027,110656,10840022,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2023,2023/24,1.015,1.009,1.021,111765,11011953,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,copd,COPD registered prevalence,2024,2024/25,1.028,1.022,1.034,114481,11133395,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2012,2012/13,4.357,4.342,4.372,308648,7083595,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2013,2013/14,4.773,4.757,4.789,340080,7125135,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2014,2014/15,5.332,5.316,5.349,388167,7279612,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2015,2015/16,6.04,6.023,6.058,447953,7415915,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2016,2016/17,6.633,6.615,6.651,502077,7569435,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2017,2017/18,7.112,7.094,7.13,551154,7749879,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2018,2018/19,7.644,7.626,7.663,610429,7985211,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2019,2019/20,8.202,8.183,8.22,671635,8189005,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000007,London,England,depression,Depression registered prevalence,2020,2020/21,8.728,8.709,8.747,722821,8281655,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
